-71.73	14.07
-71.39	14.98
-71.71	14.99
-73.16	14.68
-73.12	17.12
-72.87	16.82
-85.91	9.48
-94.33	3.06
-88.73	9.46
-86.72	11.61
-95.73	3.05
-105.02	-8.56
-106.14	-10.7
-108.82	-19.55
-110.02	-35.42
-109.47	-36.94
-96.58	-54
-95.42	-54.61
-89.37	-57.35
-66.02	-62.2
-62.6	-62.8
-35.93	-53
-37.65	-54.84
-32.74	-50.56
-29.8	-48.42
-35.29	-53.31
-20.85	-43.83
-17.98	-38.33
-12.39	-27.95
-13.34	-29.78
-9.79	-27.03
-7.54	-25.19
-8.65	-20.01
-8.29	-13.61
-8.25	-3.54
-34.12	24.5
-52.05	24.17
-52.84	23.85
-59.31	20.5
-61.55	22.01
-87.1	7.65
-93.68	3.36
-98.35	-2.14
-101.88	-6.41
-102.73	-5.19
-103.01	-9.16
-103.53	-8.25
-105.68	-10.68
-106.75	-13.14
-107.1	-17.1
-107.95	-15.58
-107.68	-16.18
-107.93	-16.49
-110.26	-18.02
-109.1	-20.16
-108.53	-19.24
-108.86	-30.53
-106.66	-43.64
-100.63	-50.65
-100.02	-52.18
-67.13	-62.81
-62.79	-61.28
-56.43	-60.66
-49.8	-59.74
-34.45	-53
-23.16	-42
-19.62	-36.51
-12.39	-27.34
-9.16	-20.02
-8.03	-18.18
-8.26	-13.92
-7.7	-3.53
-11.64	5.91
-15.65	11.4
-17.98	13.84
-16.83	13.54
-22.56	17.49
-33.52	22.05
-37.57	22.66
-47.68	21.12
-54.92	19.89
-72.24	16.51
-81.84	9.78
-87.89	8.86
-94.92	2.75
-106.84	-21.06
-109.73	-25.65
-109.14	-23.21
-105.64	-10.99
-102.43	-7.64
-101.84	-3.67
-97.49	-0.61
-94.24	3.66
-81.23	12.22
-79.49	12.22
-71.72	16.21
-63.29	16.52
-56.07	20.19
-54.1	19.59
-41.92	21.43
-35.62	21.14
-30.09	19.01
-22.03	12.61
-15.11	7.43
-11.05	1.33
-10.03	-18.19
-12.37	-25.51
-14.74	-31.92
-17.32	-35.29
-20.01	-40.47
-37.66	-55.14
-39.14	-56.36
-47.21	-59.73
-57.37	-63.4
-63.42	-65.55
-80.74	-63.74
-97.72	-54.92
-100.64	-53.4
-108.39	-42.12
-109.18	-35.11
-110.62	-28.7
-96.33	1.53
-90.49	6.11
-83.24	13.13
-75.14	17.11
-64.99	20.48
-39.04	21.13
-37.59	21.44
-16.54	9.87
-10.33	-20.02
-13.23	-26.13
-11.57	-27.03
-25.46	-45.37
-29.25	-47.81
-29.77	-49.34
-36.48	-52.09
-44.02	-56.68
-70.3	-64.65
-72.4	-63.42
-88.79	-60.1
-98.92	-54.92
-107.46	-39.38
-107.67	-18.02
-87.28	10.99
-67.64	19.57
-44.8	23.56
-41.28	23.87
-31.25	22.37
-11.44	1.95
-7.15	-12.08
-10.61	-21.55
-11.56	-27.03
-12.1	-27.65
-12.98	-29.18
-13.29	-33.14
-13.05	-37.71
-16.77	-36.2
-20.28	-41.08
-17.94	-38.64
-17.95	-38.03
-14.52	-33.13
-14.51	-34.97
-16.78	-37.11
-24.89	-44.75
-31.27	-50.25
-42.88	-56.37
-59.03	-60.97
-102.35	-52.18
-109.41	-23.82
-105.63	-10.38
-102.66	-5.81
-93.96	5.19
-79.79	14.67
-52.57	23.55
-39.34	20.22
-34.68	21.14
-27.47	17.48
-18.86	12.62
-10.58	-0.49
-9.65	-4.16
-8.25	-6.59
-10.82	0.12
-18.83	12.61
-24.03	14.74
-30.89	21.14
-37.88	21.13
-56.9	22.93
-60.12	20.49
-70.49	18.03
-87.87	9.16
-99.19	-2.75
-108.29	-21.37
-109.76	-28.09
-109.52	-37.85
-96.01	-56.14
-80.41	-61.61
-68.88	-63.43
-59.31	-60.36
-43.73	-58.2
-25.74	-44.76
-8.29	-7.81
-14.52	12.62
-19.98	15.67
-25.74	18.71
-29.79	22.67
-62.14	20.49
-73.68	18.33
-97.48	1.83
-109.4	-20.46
-109.46	-35.72
-110.32	-32.36
-106.22	-12.52
-106.77	-14.36
-110.58	-27.79
-109.78	-26.56
-107.06	-14.05
-106.51	-13.13
-110.3	-25.95
-110.68	-33.27
-110.05	-32.05
-109.79	-34.8
-109.22	-34.8
-110.39	-35.71
-110.7	-35.71
-110.4	-35.71
-110.37	-35.41
-112.09	-35.72
-110.99	-36.93
-109.77	-35.11
-108.02	-35.41
-110.99	-36.02
-110.65	-37.24
-110.38	-39.99
-109.43	-26.87
-103.34	-10.07
-107.67	-16.19
-110.96	-28.69
-112.08	-31.14
-108.56	-19.54
-106.82	-18.63
-109.44	-22.9
-111.18	-22.29
-110.55	-19.55
-109.72	-21.99
-109.2	-29
-109.15	-24.43
-108	-18.62
-109.14	-19.54
-110.04	-24.12
-110.59	-30.84
-109.98	-24.43
-107.99	-20.15
-108.26	-18.93
-111.47	-23.82
-110.91	-25.34
-108.58	-27.17
-109.1	-25.35
-108.26	-25.34
-110.34	-26.25
-108.91	-30.22
-109.19	-30.53
-108.6	-30.53
-109.48	-29.31
