Mag X,Mag Y,Mag Z
-196.50,639.00,-6.00
-204.00,634.50,-15.00
-204.00,628.50,-7.50
-202.50,628.50,-6.00
-201.00,634.50,-9.00
-219.00,639.00,-7.50
-210.00,639.00,-9.00
-211.50,636.00,-13.50
-207.00,625.50,6.00
-204.00,616.50,-6.00
-202.50,619.50,6.00
-196.50,616.50,-6.00
-229.50,625.50,-36.00
-225.00,636.00,-48.00
-231.00,646.50,-31.50
-234.00,637.50,-40.50
-223.50,636.00,-34.50
-225.00,643.50,-43.50
-225.00,637.50,-39.00
-228.00,652.50,-31.50
-226.50,648.00,-33.00
-223.50,637.50,-39.00
-220.50,646.50,-33.00
-229.50,643.50,-33.00
-225.00,639.00,-42.00
-225.00,642.00,-33.00
-223.50,640.50,-36.00
-223.50,634.50,-21.00
-211.50,645.00,3.00
-210.00,642.00,-9.00
-208.50,640.50,-7.50
-220.50,636.00,-10.50
-213.00,640.50,-12.00
-217.50,645.00,-10.50
-217.50,643.50,-24.00
-232.50,637.50,-34.50
-235.50,639.00,-43.50
-237.00,642.00,-51.00
-240.00,636.00,-48.00
-235.50,643.50,-15.00
-223.50,645.00,-7.50
-226.50,640.50,-24.00
-211.50,651.00,-3.00
-202.50,643.50,-6.00
-201.00,643.50,-1.50
-208.50,640.50,-4.50
-208.50,642.00,-4.50
-205.50,645.00,-6.00
-214.50,640.50,-4.50
-207.00,643.50,-6.00
-207.00,646.50,1.50
-213.00,649.50,3.00
-213.00,639.00,-18.00
-198.00,640.50,-15.00
-180.00,640.50,-27.00
-109.50,643.50,-6.00
-66.00,645.00,-10.50
-70.50,651.00,-28.50
-43.50,651.00,-40.50
-69.00,651.00,-102.00
-91.50,,
-114.00,652.50,-151.50
-109.50,651.00,-150.00
-109.50,643.50,-150.00
-103.50,654.00,-150.00
-124.50,655.50,-172.50
-133.50,636.00,-175.50
-132.00,649.50,-174.00
-129.00,642.00,-171.00
-133.50,639.00,-180.00
-136.50,645.00,-178.50
-138.00,640.50,-186.00
-130.50,637.50,-183.00
-139.50,643.50,-190.50
-142.50,639.00,-199.50
-148.50,636.00,-199.50
-144.00,648.00,-199.50
-150.00,642.00,-201.00
-147.00,639.00,-199.50
-145.50,640.50,-195.00
-148.50,639.00,-216.00
-151.50,645.00,-213.00
-151.50,642.00,-210.00
-150.00,637.50,-210.00
-142.50,639.00,-216.00
-145.50,637.50,-243.00
-147.00,633.00,-267.00
-135.00,639.00,-271.50
-141.00,636.00,-273.00
-135.00,633.00,-271.50
-133.50,639.00,-270.00
-141.00,634.50,-280.50
-133.50,628.50,-285.00
-133.50,637.50,-295.50
-129.00,636.00,-291.00
-123.00,634.50,-295.50
-129.00,639.00,-310.50
-126.00,639.00,-321.00
-124.50,646.50,-336.00
-102.00,655.50,-345.00
-109.50,645.00,-345.00
-109.50,648.00,-340.50
-118.50,648.00,-336.00
-118.50,645.00,-331.50
-109.50,649.50,-336.00
-111.00,648.00,-334.50
-117.00,642.00,-336.00
-111.00,648.00,-327.00
-109.50,639.00,-330.00
-111.00,645.00,-331.50
-123.00,645.00,-327.00
-115.50,637.50,
